20	3.58413e-05	1.39996	5.99265e-08	-0.000460687	-0.000460627	
40	0.000107533	1.39989	2.39766e-07	-0.000460807	-0.000460567	
60	0.000215092	1.39978	5.39695e-07	-0.000461047	-0.000460507	
80	0.000358546	1.39964	9.60011e-07	-0.000461407	-0.000460447	
100	0.00053793	1.39946	1.50113e-06	-0.000461887	-0.000460386	
120	0.000753288	1.39925	2.16359e-06	-0.000462489	-0.000460325	
140	0.00100467	1.399	2.94805e-06	-0.000463213	-0.000460265	
160	0.00129215	1.39871	3.85528e-06	-0.000464058	-0.000460203	
180	0.00161579	1.39838	4.88619e-06	-0.000465027	-0.000460141	
200	0.00197567	1.39802	6.0418e-06	-0.00046612	-0.000460079	
220	0.00237188	1.39763	7.32327e-06	-0.000467339	-0.000460016	
240	0.00280452	1.3972	8.73186e-06	-0.000468684	-0.000459952	
260	0.0032737	1.39673	1.0269e-05	-0.000470156	-0.000459887	
280	0.00377953	1.39622	1.19362e-05	-0.000471759	-0.000459822	
300	0.00432215	1.39568	1.37352e-05	-0.000473491	-0.000459756	
320	0.00490168	1.3951	1.56677e-05	-0.000475357	-0.000459689	
340	0.00551827	1.39448	1.77358e-05	-0.000477357	-0.000459621	
360	0.00617208	1.39383	1.99414e-05	-0.000479493	-0.000459552	
380	0.00686327	1.39314	2.22868e-05	-0.000481769	-0.000459482	
400	0.00759202	1.39241	2.47744e-05	-0.000484185	-0.00045941	
420	0.0083585	1.39164	2.74068e-05	-0.000486744	-0.000459338	
440	0.00916292	1.39084	3.01865e-05	-0.00048945	-0.000459264	
460	0.0100055	1.38999	3.31164e-05	-0.000492305	-0.000459188	
480	0.0108864	1.38911	3.61996e-05	-0.000495311	-0.000459111	
500	0.0118058	1.38819	3.9439e-05	-0.000498472	-0.000459033	
520	0.0127641	1.38724	4.28382e-05	-0.000501791	-0.000458953	
540	0.0137614	1.38624	4.64004e-05	-0.000505271	-0.000458871	
560	0.0147981	1.3852	5.01294e-05	-0.000508916	-0.000458787	
580	0.0158742	1.38413	5.4029e-05	-0.00051273	-0.000458701	
600	0.0169903	1.38301	5.81031e-05	-0.000516717	-0.000458613	
620	0.0181464	1.38185	6.23559e-05	-0.00052088	-0.000458524	
640	0.019343	1.38066	6.67918e-05	-0.000525223	-0.000458431	
660	0.0205803	1.37942	7.14151e-05	-0.000529752	-0.000458337	
680	0.0218586	1.37814	7.62308e-05	-0.000534471	-0.00045824	
700	0.0231783	1.37682	8.12434e-05	-0.000539384	-0.000458141	
720	0.0245396	1.37546	8.64581e-05	-0.000544497	-0.000458039	
740	0.025943	1.37406	9.18801e-05	-0.000549815	-0.000457935	
760	0.0273888	1.37261	9.75147e-05	-0.000555343	-0.000457828	
780	0.0288774	1.37112	0.000103367	-0.000561086	-0.000457718	
800	0.0304091	1.36959	0.000109444	-0.000567049	-0.000457605	
820	0.0319843	1.36802	0.00011575	-0.00057324	-0.00045749	
840	0.0336034	1.3664	0.000122291	-0.000579663	-0.000457372	
860	0.0352668	1.36473	0.000129074	-0.000586324	-0.00045725	
880	0.0369749	1.36302	0.000136104	-0.00059323	-0.000457126	
900	0.0387281	1.36127	0.000143388	-0.000600386	-0.000456998	
920	0.0405268	1.35947	0.000150931	-0.000607799	-0.000456868	
940	0.0423714	1.35763	0.00015874	-0.000615474	-0.000456734	
960	0.0442625	1.35574	0.00016682	-0.000623418	-0.000456598	
980	0.0462003	1.3538	0.000175178	-0.000631636	-0.000456458	
1000	0.0481853	1.35181	0.000183819	-0.000640135	-0.000456316	
1020	0.050218	1.34978	0.000192749	-0.000648919	-0.000456171	
1040	0.0522988	1.3477	0.000201971	-0.000657995	-0.000456024	
1060	0.054428	1.34557	0.000211491	-0.000667365	-0.000455874	
1080	0.0566061	1.34339	0.000221313	-0.000677036	-0.000455723	
1100	0.0588334	1.34117	0.000231438	-0.000687008	-0.00045557	
1120	0.0611105	1.33889	0.00024187	-0.000697287	-0.000455417	
1140	0.0634375	1.33656	0.000252608	-0.000707872	-0.000455263	
1160	0.0658148	1.33418	0.000263653	-0.000718763	-0.00045511	
1180	0.0682428	1.33176	0.000275001	-0.00072996	-0.000454959	
1200	0.0707216	1.32928	0.000286648	-0.000741458	-0.00045481	
1220	0.0732515	1.32675	0.000298587	-0.000753251	-0.000454664	
1240	0.0758327	1.32417	0.000310808	-0.000765331	-0.000454524	
1260	0.0784653	1.32153	0.000323296	-0.000777688	-0.000454391	
1280	0.0811492	1.31885	0.000336036	-0.000790304	-0.000454267	
1300	0.0838844	1.31612	0.000349005	-0.000803159	-0.000454155	
1320	0.0866707	1.31333	0.000362174	-0.000816231	-0.000454057	
1340	0.0895079	1.31049	0.00037551	-0.000829487	-0.000453977	
1360	0.0923954	1.3076	0.000388972	-0.00084289	-0.000453918	
1380	0.0953328	1.30467	0.000402509	-0.000856395	-0.000453886	
1400	0.0983193	1.30168	0.000416063	-0.000869946	-0.000453884	
1420	0.101354	1.29865	0.000429562	-0.00088348	-0.000453918	
1440	0.104435	1.29556	0.000442923	-0.000896918	-0.000453995	
1460	0.107562	1.29244	0.00045605	-0.000910172	-0.000454122	
1480	0.110732	1.28927	0.000468828	-0.000923136	-0.000454308	
1500	0.113943	1.28606	0.000481128	-0.000935688	-0.000454561	
1520	0.117194	1.28281	0.000492798	-0.000947688	-0.00045489	
1540	0.120479	1.27952	0.000503667	-0.000958975	-0.000455308	
1560	0.123797	1.2762	0.000513539	-0.000969364	-0.000455825	
1580	0.127143	1.27286	0.000522196	-0.00097865	-0.000456454	
1600	0.130512	1.26949	0.000529394	-0.000986601	-0.000457207	
1620	0.133898	1.2661	0.000534864	-0.000992961	-0.000458096	
1640	0.137295	1.2627	0.000538313	-0.000997447	-0.000459134	
1660	0.140695	1.2593	0.000539428	-0.000999756	-0.000460329	
1680	0.144091	1.25591	0.000537876	-0.000999565	-0.000461689	
1700	0.147472	1.25253	0.00053332	-0.000996539	-0.000463219	
1720	0.150828	1.24917	0.00052542	-0.000990335	-0.000464915	
1740	0.154147	1.24585	0.000513855	-0.000980623	-0.000466768	
1760	0.157415	1.24258	0.000498338	-0.000967095	-0.000468756	
1780	0.160619	1.23938	0.00047864	-0.00094949	-0.00047085	
1800	0.16374	1.23626	0.000454618	-0.000927619	-0.000473	
1820	0.166763	1.23324	0.000426252	-0.000901396	-0.000475144	
1840	0.169668	1.23033	0.000393671	-0.000870872	-0.000477201	
1860	0.172435	1.22756	0.000357198	-0.000836269	-0.000479072	
1880	0.175043	1.22496	0.000317374	-0.000798018	-0.000480644	
1900	0.177471	1.22253	0.000274986	-0.000756779	-0.000481793	
1920	0.179697	1.2203	0.000231072	-0.000713466	-0.000482393	
1940	0.181699	1.2183	0.000186913	-0.000669241	-0.000482329	
1960	0.183456	1.21654	0.000143991	-0.000625494	-0.000481502	
1980	0.184948	1.21505	0.00010393	-0.000583787	-0.000479857	
2000	0.186159	1.21384	6.83996e-05	-0.000545779	-0.000477379	
2020	0.187073	1.21293	3.90015e-05	-0.000513118	-0.000474117	
2040	0.18768	1.21232	1.71463e-05	-0.000487332	-0.000470186	
2060	0.18797	1.21203	3.93151e-06	-0.000469682	-0.000465751	
2080	0.18794	1.21206	4.05214e-08	-0.000461073	-0.000461033	
2100	0.187592	1.21241	5.67747e-06	-0.000461952	-0.000456274	
2120	0.186928	1.21307	2.05471e-05	-0.000472273	-0.000451726	
2140	0.185958	1.21404	4.38836e-05	-0.000491498	-0.000447615	
